0.0000,   147.607
0.0020,   149.911
0.0040,   151.590
0.0060,   152.918
0.0080,   154.154
0.0100,   155.313
0.0120,   156.336
0.0140,   157.160
0.0160,   157.953
0.0180,   158.793
0.0200,   159.571
0.0220,   160.013
0.0240,   160.029
0.0260,   159.662
0.0280,   159.006
0.0300,   157.999
0.0320,   156.611
0.0340,   154.886
0.0360,   152.826
0.0380,   150.324
0.0400,   147.424
0.0420,   144.372
0.0440,   141.503
0.0460,   138.970
0.0480,   136.773
0.0500,   134.820
0.0520,   132.943
0.0540,   131.050
0.0560,   129.250
0.0580,   127.678
0.0600,   126.335
0.0620,   124.977
0.0640,   123.436
0.0660,   121.757
0.0680,   120.125
0.0700,   118.721
0.0720,   117.546
0.0740,   116.432
0.0760,   115.180
0.0780,   113.883
0.0800,   112.647
0.0820,   111.472
0.0840,   110.297
0.0860,   109.107
0.0880,   107.993
0.0900,   106.925
0.0920,   105.841
0.0940,   104.758
0.0960,   103.736
0.0980,   102.881
0.1000,   102.133
0.1020,   101.004
0.1040,    99.310
0.1060,    98.151
0.1080,    99.753
0.1100,   105.201
0.1120,   112.861
0.1140,   120.002
0.1160,   125.526
0.1180,   130.333
0.1200,   135.369
0.1220,   140.374
0.1240,   144.494
0.1260,   147.485
0.1280,   149.789
0.1300,   151.834
0.1320,   153.604
0.1340,   154.886
0.1360,   155.710
0.1380,   156.504
0.1400,   157.572
0.1420,   158.686
0.1440,   159.388
0.1460,   159.495
0.1480,   159.220
0.1500,   158.838
0.1520,   158.304
0.1540,   157.511
0.1560,   156.473
0.1580,   155.207
0.1600,   153.559
0.1620,   151.239
0.1640,   148.187
0.1660,   144.799
0.1680,   141.656
0.1700,   139.047
0.1720,   136.803
0.1740,   134.621
0.1760,   132.424
0.1780,   130.364
0.1800,   128.578
0.1820,   127.022
0.1840,   125.481
0.1860,   123.833
0.1880,   122.200
0.1900,   120.781
0.1920,   119.636
0.1940,   118.644
0.1960,   117.622
0.1980,   116.462
0.2000,   115.241
0.2020,   114.036
0.2040,   112.830
0.2060,   111.503
0.2080,   110.053
0.2100,   108.573
0.2120,   107.138
0.2140,   105.811
0.2160,   104.514
0.2180,   103.217
0.2200,   101.889
0.2220,   100.577
0.2240,    99.402
0.2260,    98.364
0.2280,    97.052
0.2300,    95.297
0.2320,    94.290
0.2340,    96.151
0.2360,   101.691
0.2380,   109.107
0.2400,   115.730
0.2420,   120.674
0.2440,   125.023
0.2460,   129.784
0.2480,   134.682
0.2500,   138.894
0.2520,   142.160
0.2540,   144.632
0.2560,   146.509
0.2580,   147.867
0.2600,   148.935
0.2620,   149.957
0.2640,   150.995
0.2660,   151.880
0.2680,   152.475
0.2700,   152.918
0.2720,   153.421
0.2740,   153.864
0.2760,   153.910
0.2780,   153.345
0.2800,   152.414
0.2820,   151.560
0.2840,   150.797
0.2860,   149.606
0.2880,   147.485
0.2900,   144.601
0.2920,   141.641
0.2940,   139.138
0.2960,   137.017
0.2980,   134.942
0.3000,   132.790
0.3020,   130.715
0.3040,   128.884
0.3060,   127.312
0.3080,   125.984
0.3100,   124.825
0.3120,   123.695
0.3140,   122.490
0.3160,   121.269
0.3180,   120.109
0.3200,   118.980
0.3220,   117.759
0.3240,   116.462
0.3260,   115.211
0.3280,   114.021
0.3300,   112.785
0.3320,   111.579
0.3340,   110.602
0.3360,   109.839
0.3380,   109.031
0.3400,   107.947
0.3420,   106.742
0.3440,   105.567
0.3460,   104.453
0.3480,   103.385
0.3500,   102.423
0.3520,   101.416
0.3540,    99.860
0.3560,    98.181
0.3580,    98.410
0.3600,   102.423
0.3620,   109.504
0.3640,   116.752
0.3660,   122.185
0.3680,   126.350
0.3700,   130.684
0.3720,   135.338
0.3740,   139.321
0.3760,   142.068
0.3780,   143.853
0.3800,   145.150
0.3820,   146.081
0.3840,   146.722
0.3860,   147.195
0.3880,   147.638
0.3900,   148.080
0.3920,   148.508
0.3940,   148.889
0.3960,   149.194
0.3980,   149.377
0.4000,   149.332
0.4020,   149.026
0.4040,   148.401
0.4060,   147.561
0.4080,   146.539
0.4100,   145.120
0.4120,   142.999
0.4140,   140.176
0.4160,   137.170
0.4180,   134.575
0.4200,   132.485
0.4220,   130.654
0.4240,   128.823
0.4260,   127.007
0.4280,   125.328
0.4300,   123.817
0.4320,   122.413
0.4340,   121.132
0.4360,   119.987
0.4380,   118.965
0.4400,   117.988
0.4420,   117.012
0.4440,   115.943
0.4460,   114.768
0.4480,   113.502
0.4500,   112.189
0.4520,   110.908
0.4540,   109.733
0.4560,   108.649
0.4580,   107.612
0.4600,   106.498
0.4620,   105.338
0.4640,   104.209
0.4660,   103.171
0.4680,   102.088
0.4700,   100.836
0.4720,    99.615
0.4740,    98.730
0.4760,    97.998
0.4780,    96.701
0.4800,    95.007
0.4820,    94.809
0.4840,    98.303
0.4860,   105.307
0.4880,   113.136
0.4900,   119.484
0.4920,   124.489
0.4940,   129.570
0.4960,   135.140
0.4980,   140.374
0.5000,   144.387
0.5020,   147.134
0.5040,   148.981
0.5060,   150.293
0.5080,   151.239
0.5100,   151.926
0.5120,   152.429
0.5140,   152.796
0.5160,   153.040
0.5180,   153.086
0.5200,   152.872
0.5220,   152.445
0.5240,   151.911
0.5260,   151.376
0.5280,   150.720
0.5300,   149.728
0.5320,   148.233
0.5340,   146.158
0.5360,   143.563
0.5380,   140.649
0.5400,   137.749
0.5420,   135.155
0.5440,   132.821
0.5460,   130.501
0.5480,   128.044
0.5500,   125.557
0.5520,   123.222
0.5540,   121.147
0.5560,   119.255
0.5580,   117.485
0.5600,   115.745
0.5620,   114.112
0.5640,   112.647
0.5660,   111.350
0.5680,   110.023
0.5700,   108.558
0.5720,   107.077
0.5740,   105.780
0.5760,   104.636
0.5780,   103.491
0.5800,   102.225
0.5820,   100.974
0.5840,    99.860
0.5860,    98.868
0.5880,    97.861
0.5900,    96.808
0.5920,    95.831
0.5940,    95.007
0.5960,    94.183
0.5980,    93.252
0.6000,    92.443
0.6020,    91.787
0.6040,    90.780
0.6060,    89.422
0.6080,    89.269
0.6100,    92.443
0.6120,    99.127
0.6140,   106.971
0.6160,   113.548
0.6180,   118.614
0.6200,   123.344
0.6220,   128.395
0.6240,   133.385
0.6260,   137.673
0.6280,   140.969
0.6300,   143.243
0.6320,   144.693
0.6340,   145.669
0.6360,   146.371
0.6380,   146.814
0.6400,   147.073
0.6420,   147.333
0.6440,   147.577
0.6460,   147.516
0.6480,   147.149
0.6500,   146.737
0.6520,   146.448
0.6540,   145.944
0.6560,   144.891
0.6580,   143.304
0.6600,   141.351
0.6620,   139.016
0.6640,   136.224
0.6660,   133.187
0.6680,   130.303
0.6700,   127.770
0.6720,   125.557
0.6740,   123.512
0.6760,   121.589
0.6780,   119.636
0.6800,   117.561
0.6820,   115.531
0.6840,   113.883
0.6860,   112.724
0.6880,   111.716
0.6900,   110.511
0.6920,   109.076
0.6940,   107.581
0.6960,   106.147
0.6980,   104.743
0.7000,   103.263
0.7020,   101.737
0.7040,   100.195
0.7060,    98.730
0.7080,    97.388
0.7100,    96.060
0.7120,    94.610
0.7140,    92.977
0.7160,    91.375
0.7180,    90.109
0.7200,    89.117
0.7220,    87.988
0.7240,    86.553
0.7260,    85.134
0.7280,    83.928
0.7300,    82.570
0.7320,    81.136
0.7340,    80.953
0.7360,    83.700
0.7380,    89.224
0.7400,    95.495
0.7420,   100.729
0.7440,   104.972
0.7460,   109.290
0.7480,   114.082
0.7500,   118.782
0.7520,   122.871
0.7540,   126.320
0.7560,   129.265
0.7580,   131.661
0.7600,   133.523
0.7620,   134.987
0.7640,   136.285
0.7660,   137.536
0.7680,   138.741
0.7700,   139.962
0.7720,   141.244
0.7740,   142.541
0.7760,   143.701
0.7780,   144.601
0.7800,   145.135
0.7820,   145.273
0.7840,   144.983
0.7860,   144.143
0.7880,   142.587
0.7900,   140.283
0.7920,   137.688
0.7940,   135.354
0.7960,   133.416
0.7980,   131.615
0.8000,   129.738
0.8020,   127.846
0.8040,   126.000
0.8060,   124.092
0.8080,   122.124
0.8100,   120.414
0.8120,   119.163
0.8140,   118.156
0.8160,   116.966
0.8180,   115.501
0.8200,   113.990
0.8220,   112.586
0.8240,   111.259
0.8260,   109.977
0.8280,   108.787
0.8300,   107.627
0.8320,   106.437
0.8340,   105.231
0.8360,   104.041
0.8380,   102.851
0.8400,   101.569
0.8420,   100.256
0.8440,    99.127
0.8460,    98.273
0.8480,    97.433
0.8500,    96.457
0.8520,    95.465
0.8540,    94.336
0.8560,    92.642
0.8580,    90.902
0.8600,    91.375
0.8620,    96.045
0.8640,   103.949
0.8660,   111.869
0.8680,   117.744
0.8700,   122.307
0.8720,   127.205
0.8740,   132.744
0.8760,   137.872
0.8780,   141.564
0.8800,   143.670
0.8820,   144.861
0.8840,   145.807
0.8860,   146.737
0.8880,   147.439
0.8900,   147.653
0.8920,   147.424
0.8940,   146.829
0.8960,   145.990
0.8980,   145.196
0.9000,   144.738
0.9020,   144.616
0.9040,   144.433
0.9060,   143.899
0.9080,   142.831
0.9100,   141.046
0.9120,   138.390
0.9140,   135.155
0.9160,   132.042
0.9180,   129.570
0.9200,   127.663
0.9220,   125.893
0.9240,   123.970
0.9260,   121.940
0.9280,   119.941
0.9300,   118.141
0.9320,   116.615
0.9340,   115.348
0.9360,   114.097
0.9380,   112.693
0.9400,   111.137
0.9420,   109.626
0.9440,   108.237
0.9460,   106.910
0.9480,   105.613
0.9500,   104.407
0.9520,   103.308
0.9540,   102.149
0.9560,   100.851
0.9580,    99.554
0.9600,    98.425
0.9620,    97.494
0.9640,    96.518
0.9660,    95.389
0.9680,    94.305
0.9700,    93.466
0.9720,    92.703
0.9740,    91.833
0.9760,    91.024
0.9780,    90.444
0.9800,    89.651
0.9820,    88.323
0.9840,    87.728
0.9860,    90.338
0.9880,    97.006
0.9900,   105.551
0.9920,   112.861
0.9940,   117.988
0.9960,   122.261
0.9980,   126.976
1.0000,   131.966
1.0020,   136.498
1.0040,   140.176
1.0060,   142.938
1.0080,   144.861
1.0100,   146.127
1.0120,   147.012
1.0140,   147.714
1.0160,   148.141
1.0180,   148.248
1.0200,   147.974
1.0220,   147.363
1.0240,   146.600
1.0260,   145.974
1.0280,   145.578
1.0300,   145.105
1.0320,   144.006
1.0340,   142.129
